City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,canutama,-6.5339,-64.3831,26.64,62,33,0.65,BR,1697596215
367,hammerfest,70.6634,23.6821,0.25,93,75,2.57,NO,1697596215
368,muang phonsavan,19.45,103.2167,24.83,56,100,0.95,LA,1697596215
369,la junta,37.985,-103.5438,19.16,24,0,2.57,US,1697595773
370,banda aceh,5.5577,95.3222,27.26,70,97,2.3,ID,1697596216
371,alofi,-19.0595,-169.9187,24.94,57,75,10.8,NU,1697596216
372,quang ngai,15.1167,108.8,26.54,84,100,1.12,VN,1697596216
373,holualoa,19.6228,-155.9522,27.92,70,0,2.06,US,1697595755
374,puerto leguizamo,-0.1934,-74.7819,23.4,87,38,1.24,CO,1697596216
375,narvik,68.4384,17.4272,1.56,77,35,1.42,NO,1697596216
376,cooper's town,26.8667,-77.5167,23.78,55,86,3.62,BS,1697596216
377,bafoulabe,13.8065,-10.8321,25.42,74,99,1.55,ML,1697596216
378,blackwater,-23.5833,148.8833,28.16,48,2,4.22,AU,1697596217
379,ambon,-3.6954,128.1814,29.95,100,40,2.06,ID,1697596217
380,skovorodino,53.9833,123.9167,3.22,56,50,4.16,RU,1697596217
381,del rio,29.3627,-100.8968,23.06,34,0,8.05,US,1697595986
382,namtsy,62.7161,129.6658,-3.87,74,100,1.54,RU,1697596217
383,taroa,8.7058,171.2275,28.4,75,29,2.8,MH,1697595786
384,state college,40.7934,-77.86,9.36,85,100,2.57,US,1697596197
385,grand baie,-20.0182,57.5802,24.14,84,22,4.4,MU,1697596217
386,tomatlan,19.9333,-105.25,24.85,93,97,0.58,MX,1697596218
387,'ali sabieh,11.1558,42.7125,26.07,84,48,7.95,DJ,1697596218
388,kingston,17.997,-76.7936,29.53,88,20,3.09,JM,1697595503
389,guerrero negro,27.9769,-114.0611,20.85,78,28,5.44,MX,1697596218
390,oume,35.7839,139.2431,23.05,44,0,1.54,JP,1697596218
391,sezanne,48.7205,3.7234,10.88,81,39,4.57,FR,1697596218
392,dara,15.3484,-15.4799,26.65,71,0,3.03,SN,1697596219
393,mont-joli,48.5839,-68.1921,3.72,87,0,2.57,CA,1697596219
394,esmeraldas,-19.7625,-44.3139,25.97,56,45,2.36,BR,1697596219
395,camas,37.402,-6.0331,20.08,93,20,5.14,ES,1697596021
396,soto la marina,23.7667,-98.2167,17.25,72,77,2.08,MX,1697596219
397,sankt peter,48.0167,8.0333,6.04,91,100,2.34,DE,1697596219
398,samut prakan,13.5,100.45,31.02,71,61,1.33,TH,1697596219
399,seybaplaya,19.65,-90.6667,22.7,64,52,5.48,MX,1697596220
400,ceres,37.5949,-120.9577,26.0,56,0,0.0,US,1697596220
401,broome,42.2506,-75.833,10.37,93,100,2.06,US,1697596220
402,lycksele,64.5954,18.6735,-1.43,93,75,0.0,SE,1697596220
403,saint croix,17.7397,-64.7388,27.25,85,0,0.89,VI,1697596220
404,tikhvin,59.6451,33.5294,1.79,86,100,3.13,RU,1697596220
405,dwarka,22.2394,68.9678,27.04,73,0,3.53,IN,1697596220
406,kamloops,50.6665,-120.3192,11.55,81,100,6.17,CA,1697595795
407,hays,30.0502,-98.0336,18.97,52,0,3.42,US,1697596221
408,la passe,45.5549,-0.8967,19.43,80,76,10.01,FR,1697595790
409,qusmuryn,52.4503,64.6311,7.66,54,0,4.47,KZ,1697596221
410,nurota,40.5614,65.6886,18.12,27,100,3.81,UZ,1697596221
411,kurmuk,10.55,34.2833,21.12,88,49,1.05,SD,1697595746
412,kerikeri,-35.2268,173.9474,20.51,88,100,1.79,NZ,1697596204
413,gislaved,57.3044,13.5408,6.73,85,6,1.96,SE,1697596221
414,selfoss,63.9331,-20.9971,9.47,82,100,11.4,IS,1697596222
415,sinabang,2.4803,96.3801,27.14,80,59,3.29,ID,1697595798
416,carbonear,47.7332,-53.2148,5.08,87,100,2.68,CA,1697596222
417,cidade velha,14.9167,-23.6167,25.26,88,20,2.57,CV,1697596222
418,haimen,23.1935,116.6142,26.94,76,100,7.96,CN,1697596222
419,bouarfa,32.53,-1.95,17.36,28,100,0.64,MA,1697596222
420,gizo,-8.103,156.8419,28.47,76,76,4.8,SB,1697596222
421,nyala,12.05,24.8833,25.54,20,79,6.74,SD,1697596223
422,masterton,-40.9597,175.6575,18.81,63,94,3.04,NZ,1697595755
423,guarapari,-20.6667,-40.4975,24.38,89,81,2.76,BR,1697596223
424,rikaze,29.25,88.8833,6.18,38,89,1.69,CN,1697596223
425,kawalu,-7.3817,108.2082,31.09,41,85,2.7,ID,1697596223
426,taro,-8.3862,115.28,25.0,44,46,1.79,ID,1697595773
427,ilhabela,-23.7781,-45.3581,22.26,91,100,2.68,BR,1697596224
428,boca suno,-0.7167,-77.1333,22.34,95,89,1.07,EC,1697596224
429,antsiranana,-12.2787,49.2917,23.9,76,2,4.7,MG,1697596224
430,mersa matruh,31.3525,27.2453,22.11,78,40,2.57,EG,1697596224
431,ta`u,-14.2336,-169.5144,26.0,83,98,8.78,AS,1697595765
432,flying fish cove,-10.4217,105.6791,26.82,83,75,5.14,CX,1697595753
433,lukolela,-1.0605,17.1821,21.95,99,100,1.22,CD,1697596225
434,"laikit, laikit ii (dimembe)",1.4792,124.9735,31.47,55,20,2.06,ID,1697596225
435,rovnoye,50.7765,46.0509,4.4,70,1,7.2,RU,1697596225
436,ola,59.5833,151.2833,-1.99,34,0,5.02,RU,1697596225
437,puerto ayacucho,5.6639,-67.6236,24.28,91,29,1.89,VE,1697596225
438,happy valley-goose bay,53.3168,-60.3315,6.17,75,75,3.6,CA,1697595786
439,praya,14.9215,-23.5087,25.3,88,20,2.57,CV,1697596225
440,la'ie,21.6477,-157.9253,29.98,71,41,0.89,US,1697595766
441,remire-montjoly,4.9167,-52.2667,24.02,94,0,1.54,GF,1697595758
442,mercedes,-34.6515,-59.4307,12.66,63,13,2.87,AR,1697596226
443,seminole,28.7086,-81.2081,17.89,79,0,2.57,US,1697596226
444,negara,-8.3151,114.6025,30.0,62,30,2.95,ID,1697596226
445,mil'kovo,55.6078,37.7956,4.08,84,33,5.63,RU,1697596226
446,tralee,52.2704,-9.7026,12.68,93,100,7.71,IE,1697595748
447,rongelap,11.1635,166.8941,28.32,75,12,5.78,MH,1697595771
448,puerto cabezas,14.0351,-83.3888,25.25,90,99,4.11,NI,1697595761
449,vorkuta,67.5,64.0,2.2,96,100,4.3,RU,1697595780
450,dhidhdhoo,6.8833,73.1,28.24,72,66,2.12,MV,1697595777
451,iquique,-20.2208,-70.1431,19.02,75,41,0.29,CL,1697596227
452,sinan,34.8262,126.1086,20.06,62,66,2.49,KR,1697596227
453,el granada,37.5027,-122.4694,22.8,85,100,10.29,US,1697595772
454,kenai,60.5544,-151.2583,11.05,67,40,2.57,US,1697595780
455,sao vicente,-23.9631,-46.3919,24.97,54,100,3.58,BR,1697595770
456,belo oriente,-19.22,-42.4836,23.86,58,42,0.61,BR,1697596228
457,zemio,5.0314,25.1361,20.1,93,93,1.37,CF,1697596228
458,santa rosalia,27.3167,-112.2833,28.72,39,0,1.66,MX,1697596228
459,kemijarvi,66.7131,27.4306,-3.64,89,37,3.17,FI,1697596228
460,kabinda,-6.1333,24.4833,19.19,98,100,0.92,CD,1697596228
461,akom ii,2.7833,10.5667,21.02,100,100,0.52,CM,1697596228
462,coruripe,-10.1256,-36.1756,22.66,81,94,3.37,BR,1697596229
463,katsuren-haebaru,26.3369,127.8719,27.43,52,40,3.6,JP,1697596229
464,mugia,43.1041,-9.2179,17.87,88,100,10.07,ES,1697595754
465,vadso,70.0744,29.7487,1.49,86,75,4.63,NO,1697595772
466,trinity beach,-16.7888,145.6968,32.23,48,40,8.23,AU,1697596229
467,bischofshofen,47.4167,13.2167,6.5,63,83,2.09,AT,1697596229
468,klyuchi,52.2667,79.1667,7.56,50,12,3.11,RU,1697595770
469,barra velha,-26.6322,-48.6847,19.95,94,97,3.86,BR,1697596009
470,kourou,5.1552,-52.6478,24.03,86,73,2.84,GF,1697596230
471,nago,26.5881,127.9761,27.47,52,1,3.04,JP,1697596230
472,ashkasham,36.6833,71.5333,0.15,55,100,1.44,AF,1697595964
473,puerto santa,-8.9906,-78.6456,18.83,90,65,4.83,PE,1697596230
474,tulun,54.5611,100.5792,4.63,71,89,5.48,RU,1697596231
475,east london,-33.0153,27.9116,15.89,82,0,5.53,ZA,1697595764
476,abbadia san salvatore,42.8821,11.6695,12.92,82,100,1.21,IT,1697596231
477,airdrie,55.866,-3.9803,10.58,83,100,5.72,GB,1697596231
478,francisco sa,-16.4758,-43.4883,23.46,41,6,3.63,BR,1697596231
479,hafar al-batin,28.4328,45.9708,21.32,30,0,1.54,SA,1697596231
480,okahao,-17.885,15.0667,18.43,24,8,4.1,NA,1697596231
481,sovetskaya gavan',48.9723,140.2878,8.39,66,75,2.55,RU,1697596232
482,mosjoen,65.836,13.1908,-2.71,100,38,1.03,NO,1697596232
483,kavaratti,10.5669,72.642,27.78,75,76,1.68,IN,1697595772
484,kyren,51.6828,102.1408,2.19,70,86,0.45,RU,1697596232
485,yenagoa,4.9247,6.2642,23.64,97,100,1.74,NG,1697596232
486,betio village,1.358,172.9211,30.02,76,100,7.22,KI,1697596232
487,smara,26.7384,-11.6719,23.08,52,3,3.12,EH,1697596232
488,jinka,5.65,36.65,16.48,92,93,1.13,ET,1697596233
489,ataq,14.5377,46.8319,19.47,71,0,3.17,YE,1697595801
490,tindouf,27.6711,-8.1474,23.25,27,0,3.09,DZ,1697596233
491,sitka,57.0531,-135.33,13.94,58,100,7.2,US,1697595795
492,nyurba,63.2842,118.3319,-6.61,99,95,1.79,RU,1697596233
493,ocean shores,46.9737,-124.1563,13.9,96,100,4.12,US,1697596088
494,dernekpazari,40.8029,40.2396,11.01,81,100,1.86,TR,1697596233
495,mili,6.0815,171.735,28.39,69,59,0.44,MH,1697595746
496,lisala,2.15,21.5167,21.46,93,100,0.71,CD,1697596233
497,mumford,5.2618,-0.759,24.55,88,65,2.32,GH,1697596234
498,valparaiso,-33.0393,-71.6273,12.8,87,40,2.57,CL,1697595763
499,arteche,12.2645,125.4048,28.81,74,50,1.68,PH,1697596234
500,sakti,22.0333,82.9667,25.61,62,7,1.41,IN,1697596234
501,palembang,-2.9167,104.7458,31.05,62,40,3.6,ID,1697596038
502,pitkyaranta,61.5734,31.4792,1.95,79,99,4.37,RU,1697596234
503,timimoun,29.2639,0.231,21.21,21,0,1.54,DZ,1697595797
504,tadine,-21.55,167.8833,22.43,95,100,2.12,NC,1697596234
505,senanga,-16.1167,23.2667,20.15,73,48,2.06,ZM,1697596234
506,port shepstone,-30.7414,30.455,16.04,83,22,3.87,ZA,1697596235
507,hoquiam,46.9809,-123.8893,13.85,95,100,4.12,US,1697596235
508,hirara,24.8,125.2833,28.15,54,40,6.17,JP,1697596235
509,goroka,-6.0834,145.3873,24.15,65,49,1.29,PG,1697596235
510,mokhsogollokh,61.4681,128.9203,-1.54,43,100,2.04,RU,1697595762
511,sao felix do xingu,-6.6447,-51.995,27.59,41,86,0.96,BR,1697596235
512,el matama,16.7095,33.3565,27.63,21,7,3.55,SD,1697596235
513,songea,-10.6833,35.65,18.22,79,75,1.57,TZ,1697596236
514,tofol,5.3248,163.0078,27.88,83,75,4.12,FM,1697595800
515,inari,68.906,27.0288,-3.89,95,95,1.9,FI,1697596236
516,fale old settlement,-9.3852,-171.2468,28.4,73,18,2.95,TK,1697596236
517,salekhard,66.53,66.6019,1.46,100,100,2.04,RU,1697596236
518,tsukawaki,33.2667,131.15,20.95,34,0,1.03,JP,1697596236
519,arenapolis,-14.4503,-56.8461,28.63,38,28,1.93,BR,1697596236
520,arevalo,41.0626,-4.7204,17.39,80,99,8.8,ES,1697596237
521,ain leuh,33.2921,-5.3384,13.02,74,0,3.16,MA,1697596237
522,barranca,-10.75,-77.7667,19.15,87,81,3.41,PE,1697596237
523,kavieng,-2.5744,150.7967,29.08,69,57,0.7,PG,1697595798
524,punta del este,-34.9667,-54.95,11.06,73,20,6.69,UY,1697595786
525,boa vista,2.8197,-60.6733,26.99,78,20,3.09,BR,1697596237
526,nuku'alofa,-21.1333,-175.2,25.19,65,20,8.23,TO,1697595757
527,gadzhiyevo,69.2551,33.3362,2.03,70,100,5.66,RU,1697595765
528,haliyal,15.3333,74.7667,23.48,65,12,2.88,IN,1697596238
529,vila franca do campo,37.7167,-25.4333,21.23,99,100,6.84,PT,1697595787
530,vila velha,-20.3297,-40.2925,24.97,86,0,6.17,BR,1697596238
531,burley,42.5357,-113.7928,14.55,60,0,5.36,US,1697595978
532,al kharijah,25.4514,30.5464,20.48,44,0,3.14,EG,1697595773
533,pakse,15.1167,105.7833,26.08,83,40,1.03,LA,1697596238
534,al ghayzah,16.2079,52.176,24.86,79,10,1.51,YE,1697596238
535,berwick-upon-tweed,55.7833,-2.0,11.13,85,100,8.87,GB,1697596238
536,fabens,31.5023,-106.1586,28.65,31,24,1.41,US,1697596239
537,akhty,41.4597,47.7312,9.13,89,96,0.86,RU,1697596239
538,ingeniero jacobacci,-41.3427,-69.5448,14.11,22,0,3.86,AR,1697596239
539,noumea,-22.2763,166.4572,25.56,99,61,4.9,NC,1697595995
540,khandyga,62.6667,135.6,-3.1,66,100,0.82,RU,1697596239
541,bowen,-20.0167,148.2333,25.2,66,77,9.66,AU,1697595812
542,awjilah,29.1081,21.2869,20.2,60,1,2.9,LY,1697595794
543,mosfellsbaer,64.1667,-21.7,10.01,89,75,9.26,IS,1697596158
544,marsh harbour,26.5412,-77.0636,24.28,58,68,4.16,BS,1697596239
545,santa vitoria do palmar,-33.5189,-53.3681,8.99,85,1,3.89,BR,1697596240
546,barrouallie,13.2333,-61.2667,27.06,72,12,4.31,VC,1697596240
547,houghton,47.1219,-88.569,8.79,89,0,2.06,US,1697596208
548,port saint john's,-31.6229,29.5448,16.07,85,4,4.19,ZA,1697595786
549,el nido,11.1858,119.3956,28.86,78,26,6.31,PH,1697596240
550,dom pedro,-4.4833,-44.45,26.99,70,94,1.93,BR,1697596185
551,chela,34.069,104.4619,4.45,95,100,1.11,CN,1697596240
552,hudson,40.7168,-74.0663,15.11,74,75,2.06,US,1697596240
553,melfort,52.8667,-104.6177,9.07,87,100,3.6,CA,1697596241
554,orumiyeh,37.5527,45.0761,5.75,87,0,3.09,IR,1697596241
555,suva,-18.1416,178.4415,26.71,74,75,5.14,FJ,1697596241
556,saint-georges,12.0564,-61.7485,27.82,89,20,4.12,GD,1697596241
557,potsdam,52.3989,13.0657,7.38,79,8,1.41,DE,1697596241
558,aktau,43.65,51.2,5.32,62,98,3.01,KZ,1697596241
559,kuacjok,8.3002,27.9903,22.6,79,86,1.75,SS,1697596241
560,san rafael del sur,11.8485,-86.4384,25.54,85,99,4.78,NI,1697596241
561,portland,45.5234,-122.6762,16.32,87,40,2.06,US,1697595587
562,loen,7.7601,168.2307,28.55,72,12,2.44,MH,1697596242
563,mejit,10.2753,170.8646,28.24,77,52,6.0,MH,1697596242
564,mariehamn,60.0973,19.9348,6.01,93,100,3.6,AX,1697596167
565,sinop,41.7711,34.8709,9.77,91,100,2.18,TR,1697596242
566,roma,43.2128,-75.4557,10.32,86,100,0.0,US,1697596133
567,san mariano,7.5,126.0,28.5,77,56,1.71,PH,1697596242
568,bonthe,7.5264,-12.505,24.25,91,98,2.17,SL,1697595797
569,kalulushi,-12.8378,28.0919,16.08,94,100,1.68,ZM,1697596242
570,sandnessjoen,66.0217,12.6316,-2.71,62,29,8.81,NO,1697595788
571,kimbe,-5.5502,150.1429,30.53,68,56,2.6,PG,1697596243
572,laguna,38.421,-121.4238,24.99,53,0,0.0,US,1697596243
573,lefkada,38.8275,20.7019,17.95,100,75,0.0,GR,1697596243
574,berdigestyakh,62.0989,126.6992,-4.84,69,100,4.47,RU,1697596243
575,san antonio de pale,-1.4014,5.6325,25.23,81,90,3.13,GQ,1697595743
576,porbandar,21.6422,69.6093,26.35,74,0,3.75,IN,1697596243
577,champerico,14.3,-91.9167,26.58,80,99,1.19,GT,1697595793
578,bayanhongor,46.7167,100.1167,2.25,32,27,1.06,MN,1697596243
579,niquero,20.0431,-77.5828,26.03,84,24,4.03,CU,1697596244
580,ternate,0.8,127.4,28.98,73,20,3.24,ID,1697596244
581,tamiahua,21.2667,-97.45,21.03,66,99,0.52,MX,1697596244
582,manadhoo,5.7667,73.3833,27.83,76,72,3.65,MV,1697596244
583,fort st. john,56.2499,-120.8529,8.94,61,75,4.12,CA,1697595790
